代號,公司,扣抵稅率,配息,除息日,配股,除權日,股價,現金殖利率,殖利率,還原殖利率,發息日,配息率,董監持股,3年平均股利,6年平均股利,10年平均股利,10年股利次數,1QEPS,2QEPS,3QEPS,今年累積EPS,去年EPS,本益比,股價淨值比,5%每萬元買抵稅,5%持有一張抵稅,12%萬買,12%一張,20%萬買,20%一張,30%萬買,30%一張,多少張以上要繳健保費,一張繳健保費,
6414,樺漢,20.53%,9,06/20,0,,478,1.88%,1.88%,2.1%,07/19,71.6%,36.87%,7,3.98,2.38,4,3.28,0,0,3.28,12.57,36.54,9.44,8.95,427.66,-5.59,-267.01,-22.19,-1060.92,-42.96,-2053.3,2.0153,189.55,
6415,F-矽力,0%,2,07/21,0,,412.5,0.48%,0.48%,0.48%,08/26,12.77%,13.28%,3.64,1.82,1.09,3,3.09,0,0,3.09,15.66,26.12,6.71,0,0,0,0,0,0,0,0,0,0,
6417,韋僑,19.66%,1.5,08/11,0,,32.05,4.68%,4.68%,5.19%,08/30,59.76%,28.34%,0.83,0.53,0.32,4,0.39,0,0,0.39,2.51,13.03,1.65,20.3,65.08,-15.68,-50.24,-56.8,-182.04,-108.2,-346.79,12.14,31.47,
6422,F-君耀,0%,3.5,07/28,0.5,07/28,58.5,5.98%,6.84%,6.84%,08/25,63.49%,15.34%,2.5,1.25,0.75,2,1.29,0,0,1.29,6.3,9.24,1.58,0,0,0,0,0,0,0,0,0,0,
6426,統新,27.51%,1.5,,0,,33.65,4.46%,4.46%,5.17%,,83.33%,17.3%,1.34,1.51,0.91,4,0.2,0,0,0.2,1.8,26.5,1.83,35.96,121.01,0.47,1.57,-40.1,-134.94,-90.81,-305.57,11.7211,32.59,
6432,今展科,25.33%,2.5,08/11,0,,31.8,7.86%,7.86%,9%,09/14,71.63%,31.21%,2.12,1.06,0.64,3,0.52,0,0,0.52,3.49,9.61,1.36,55.28,175.79,-6.72,-21.37,-77.58,-246.7,-166.15,-528.36,7.1007,53.8,
6435,大中,13.56%,3.04130128,,0,,42.85,7.1%,7.1%,7.61%,,101.72%,57.58%,1.01,0.51,0.3,1,0.87,0,0,0.87,2.99,14.24,2.19,10.23,43.83,-42.82,-183.5,-103.45,-443.3,-179.24,-768.05,6.1586,62.03,
6442,光聖,34.85%,3,07/21,0,,46,6.52%,6.52%,7.9%,08/18,59.41%,17.58%,2.37,1.19,0.71,3,0.96,0,0,0.96,5.05,9.87,1.31,75.35,346.61,21.74,100.02,-39.52,-181.8,-116.1,-534.08,5.6774,67.28,
6449,鈺邦,19.65%,1.6,07/11,0,,29.3,5.46%,5.46%,6.06%,07/29,55.75%,22.27%,1.33,0.67,0.4,3,0.41,0,0,0.41,2.87,10.85,1.58,23.67,69.34,-18.32,-53.66,-66.29,-194.24,-126.27,-369.96,11.3817,33.56,
6451,F-訊芯,0%,6,06/28,0,,97.9,6.13%,6.13%,6.13%,07/29,56.82%,60.66%,4.5,2.25,1.35,2,2.04,0,0,2.04,10.56,9.51,1.64,0,0,0,0,0,0,0,0,0,0,
6452,F-康友,0%,9.2,11/03,0,,488,1.89%,1.89%,1.89%,11/25,55.62%,40.65%,3.07,1.53,0.92,1,3.42,0,0,3.42,16.54,30.25,5.66,0,0,0,0,0,0,0,0,0,0,
6456,F-GIS,0%,3,06/21,0,,83.4,3.6%,3.6%,3.6%,07/18,40.32%,27.4%,1,0.5,0.3,1,1.14,0,0,1.14,7.44,10.21,2.22,0,0,0,0,0,0,0,0,0,0,
6457,紘康,14.41%,2.12,07/05,0,,32.9,6.44%,6.44%,6.94%,07/29,84.8%,14.38%,1.19,0.59,0.36,2,0.34,0,0,0.34,2.5,14.3,1.84,11.89,39.11,-36.47,-119.98,-91.73,-301.8,-160.81,-529.08,8.7999,43.41,
6464,台數科,25.68%,6.59854082,08/19,0,,129,5.12%,5.12%,5.87%,09/14,86.26%,22.11%,2.2,1.1,0.66,1,1.65,0,0,1.65,7.65,19.49,2.21,36.82,474.96,-3.58,-46.24,-49.76,-641.91,-107.48,-1386.49,2.6861,142.21,
6465,威潤,20.48%,1.8324094,07/06,1,07/06,70.5,2.6%,4.02%,4.48%,08/10,81.16%,16.57%,1.86,0.93,0.55,2,0.78,0,0,0.78,3.49,21.63,3.63,19,133.92,-12.01,-84.66,-47.44,-334.45,-91.73,-646.7,6.4052,59.64,
6469,大樹,23.51%,2.18701298,07/19,0.54675325,,77,2.84%,3.55%,4.02%,08/12,81.6%,35.99%,0.91,0.45,0.27,1,0.87,0,0,0.87,3.35,21.33,2.73,21.9,168.6,-5.88,-45.26,-37.62,-289.67,-77.3,-595.18,6.5464,58.35,
6470,宇智,0.05%,4,06/22,0,,47.4,8.44%,8.44%,8.44%,07/22,71.56%,19.66%,2.34,1.16,0.7,2,0.82,0,0,0.82,5.59,10.09,2.39,-41.99,-199.05,-101.08,-479.12,-168.61,-799.2,-253.02,-1199.3,4.9988,76.42,
6477,安集,0%,0.38590255,,0.16538681,,20.8,1.86%,2.65%,2.65%,,42.41%,%,0.19,0.09,0.06,1,0.06,0,0,0.06,1.3,17.93,1.21,-13.25,-27.56,-31.81,-66.15,-53.01,-110.26,-79.51,-165.39,36.2786,10.53,
6482,弘煜科,0%,2,,0,,77.3,2.59%,2.59%,2.59%,,55.56%,%,0.67,0,0,,0.71,0,0,0.71,3.6,21.06,3.29,-12.94,-100,-31.05,-240,-51.75,-400,-77.62,-600,10,38.2,
6485,點序,14.85%,1.5,,2.5,,88.5,1.69%,4.52%,4.88%,,68.61%,14.99%,2.64,1.32,0.79,2,2,0,0,2,5.83,13.85,2.54,9.28,82.15,-24.71,-218.64,-63.55,-562.4,-112.1,-992.1,4.6544,82.07,
6488,環球晶,6.02%,5,07/13,0,,65.3,7.66%,7.66%,7.89%,08/05,86.21%,67.11%,3.57,1.78,1.07,2,0.78,0,0,0.78,5.8,12.98,1.4,-16.39,-107.03,-71.6,-467.56,-134.7,-879.6,-213.58,-1394.65,3.8831,98.37,
6494,九齊,22.64%,1.987,06/28,0,,33.8,5.88%,5.88%,6.63%,07/27,85.65%,14.83%,1.4,0.7,0.42,2,0.51,0,0,0.51,2.32,11.23,2.24,33.83,114.33,-11.98,-40.5,-64.34,-217.46,-129.78,-438.65,9.0419,42.25,
6496,科懋,24.13%,2.5,,0,,69.8,3.58%,3.58%,4.07%,,74.18%,39.31%,0.83,0.42,0.25,1,0.5,0,0,0.5,3.37,24.93,2.7,23.14,161.54,-4.95,-34.57,-37.06,-258.7,-77.2,-538.86,7.1387,53.51,
6504,南六,13.45%,3.9,07/27,0,,157,2.48%,2.48%,2.66%,08/22,48.69%,21.35%,2.97,2.01,1.75,10,1.61,0,0,1.61,8.01,20.82,4.12,3.45,54.16,-15.11,-237.2,-36.32,-570.18,-62.83,-986.41,4.8051,79.5,
6505,台塑化,11.17%,4,07/04,0,,90.8,4.41%,4.41%,4.67%,07/22,80.48%,81.47%,2.45,2.25,2.99,10,1.1,0,0,1.1,4.97,15.29,3.13,1.35,12.23,-31.21,-283.41,-68.42,-621.28,-114.94,-1043.62,4.7355,80.67,
6506,雙邦,18.28%,0.8,08/08,0.2,08/08,22.15,3.61%,4.51%,4.97%,09/08,64.1%,17.29%,0.74,0.68,0.6,9,1.13,0,0,1.13,1.56,10.7,1.48,16.63,36.83,-17.86,-39.57,-57.28,-126.88,-106.56,-236.02,18.3251,20.85,
6508,惠光,18.94%,1.3,,0.2,,27.55,4.72%,5.44%,6.01%,,72.46%,28.83%,1.7,1.6,1.5,10,0.64,0,0,0.64,2.07,12.93,1.06,21.76,59.95,-19.96,-55,-67.64,-186.36,-127.25,-350.57,12.1799,31.36,
6509,聚和,16.75%,0.60653577,08/11,0,,20.05,3.03%,3.03%,3.3%,09/09,62.53%,5.84%,0.5,0.41,0.64,9,0.23,0,0,0.23,0.97,21.33,1.23,8.94,17.93,-14.01,-28.08,-40.23,-80.67,-73.02,-146.4,30.426,12.56,
6510,精測,23.66%,6,07/06,0,,758,0.79%,0.79%,0.9%,08/02,40.62%,45.84%,3.17,1.58,0.95,3,3.91,0,0,3.91,14.77,51.36,9.69,4.94,374.31,-1.26,-95.38,-8.34,-632.16,-17.19,-1303.14,2.9807,128.16,
6512,啟發電,17.98%,2.83421644,08/24,0,,43.5,6.52%,6.52%,7.16%,09/22,80.75%,12.04%,0.94,0.47,0.28,1,1.02,0,0,1.02,3.51,13.18,2,23.07,100.35,-26.64,-115.89,-83.45,-363.01,-154.46,-671.91,6.4746,59,
6514,F-芮特,0%,1.9,07/07,1,07/07,39,4.87%,7.44%,7.44%,08/12,70.73%,54.61%,0.96,0.49,0.29,1,0.04,0,0,0.04,4.1,13.4,1.43,0,0,0,0,0,0,0,0,0,0,
6523,達爾膚,0%,3,05/26,5,05/26,252.5,1.19%,3.17%,3.17%,,98.77%,46.84%,2.67,1.33,0,,2.38,0,0,2.38,8.1,27.63,6.96,-15.84,-400,-38.02,-960,-63.37,-1600,-95.05,-2400,2.5,152.8,
6525,F-捷敏,0%,3.74003399,06/21,0,,56.5,6.62%,6.62%,6.62%,07/11,64.26%,49.2%,1.25,0.62,0.37,1,1.43,0,0,1.43,5.82,9.78,2.32,0,0,0,0,0,0,0,0,0,0,
6531,愛普,0%,4,,0,,93,4.3%,4.3%,4.3%,,52.77%,24.97%,1.33,0,0,,2.05,0,0,2.05,7.58,12.55,3.09,-21.51,-200,-51.61,-480,-86.02,-800,-129.03,-1200,5,76.4,
6603,富強鑫,7.95%,0.1,,0.3,,10.8,0.93%,3.7%,3.86%,,200%,22.83%,0.46,0.72,0.6,9,0.34,0,0,0.34,0.2,29.19,0.69,-4.53,-4.9,-31.49,-34.01,-62.3,-67.28,-100.81,-108.87,48.0885,7.94,
6605,帝寶,29.12%,2.5,,0,,106.5,2.35%,2.35%,2.75%,,26.46%,21.8%,3.67,3.17,3.77,10,2.48,0,0,2.48,9.45,10.46,1.54,20.73,220.8,1.91,20.32,-19.61,-208.8,-46.5,-495.2,6.9832,54.7,
6609,瀧澤,23.84%,1.4,07/20,0,,24.4,5.74%,5.74%,6.51%,08/12,50.72%,45.32%,1.63,1.37,1.26,10,0.17,0,0,0.17,2.76,9.64,0.9,36.29,88.54,-8.67,-21.15,-60.04,-146.5,-124.26,-303.18,12.7642,29.93,
6803,崑鼎,13.09%,9.6934,07/26,0,,181.5,5.34%,5.34%,5.71%,08/17,89.42%,59.65%,9.32,8.54,6.53,9,4.34,0,0,4.34,10.84,14.39,2.53,6.5,118.04,-33.33,-604.91,-78.85,-1431.13,-135.75,-2463.92,1.9365,197.26,
7402,邑錡,11.16%,2.2,07/21,0,,77,2.86%,2.86%,3.03%,08/12,103.77%,28%,1.46,0.73,0.43,3,0.26,0,0,0.26,2.12,46.67,4.19,0.86,6.62,-20.26,-155.97,-44.39,-341.79,-74.55,-574.07,8.6104,44.36,
8016,矽創,10.89%,5,07/07,0,,106,4.72%,4.72%,4.99%,07/29,70.92%,6.2%,4.17,3.22,3.27,10,1.97,0,0,1.97,7.05,14.46,2.86,0.81,8.64,-34,-360.42,-73.79,-782.2,-123.53,-1309.43,3.7934,100.7,
8021,尖點,12.08%,1.3628,08/04,0,,22.55,6.04%,6.04%,6.43%,08/30,58.24%,10.54%,1.27,1.1,1.56,10,0.31,0,0,0.31,2.34,10.34,0.77,4.46,10.06,-40.4,-91.1,-91.67,-206.71,-155.75,-351.22,13.8397,27.6,
8024,佑華微,20.48%,0.2,07/05,0,,11.7,1.71%,1.71%,1.9%,08/09,111.11%,16.7%,0.4,0.72,1.26,10,-0.3,0,0,-0.3,0.18,-390,0.78,8.08,9.46,-5.11,-5.98,-20.18,-23.62,-39.03,-45.66,90.7112,4.21,
8027,鈦昇,33.87%,0.3,07/27,0,,15.95,1.88%,1.88%,2.26%,08/26,3000%,15.47%,0.5,0.25,0.15,2,-1.05,0,0,-1.05,0.01,-11.81,1.17,20.86,33.26,5.46,8.71,-12.14,-19.36,-34.13,-54.44,57.0117,6.7,
8032,光菱,21.32%,1.3,07/21,0,,24.6,5.28%,5.28%,5.92%,08/12,50.39%,64.37%,1.93,1.6,1.32,10,0.52,0,0,0.52,2.58,9.04,0.89,27.09,66.65,-13.84,-34.05,-60.62,-149.14,-119.1,-292.99,13.9026,27.48,
8039,台虹,22.34%,2,08/19,0.2,08/19,35.15,5.69%,6.26%,7.05%,,60.94%,10.02%,2.74,2.41,2.01,10,0.6,0,0,0.6,3.61,10.4,1.1,35.12,123.45,-13.58,-47.75,-69.25,-243.41,-138.83,-487.98,8.1775,46.71,
8042,金山電,4.22%,3,07/15,0,,48.75,6.15%,6.15%,6.29%,08/11,73.89%,13.82%,3.17,3.25,2.64,10,1.25,0,0,1.25,4.06,11.21,1.34,-18.43,-89.87,-62.42,-304.3,-112.69,-549.36,-175.53,-855.69,6.5289,58.51,
8043,蜜望實,25.43%,0.8,,0,,15.15,5.28%,5.28%,6.05%,,49.69%,30.06%,0.77,0.81,0.92,10,0.38,0,0,0.38,1.61,8.61,0.54,37.38,56.63,-4.28,-6.49,-51.9,-78.62,-111.42,-168.8,22.1798,17.22,
8044,網家,19.26%,5.238206,08/10,1.04764113,08/10,358,1.46%,1.76%,1.94%,09/13,76.28%,19.56%,5.23,4.87,3.18,8,2.73,0,0,2.73,8.24,42.67,6.77,7.28,260.77,-6.19,-221.61,-21.59,-772.91,-40.84,-1462.03,2.9023,131.62,
8046,南電,27.17%,1,07/06,0,,28.15,3.55%,3.55%,4.11%,08/03,75.19%,67.51%,0.77,0.83,4.57,8,-0.5,0,0,-0.5,1.33,-703.75,0.5,28.08,79.06,-0.16,-0.45,-32.44,-91.32,-72.79,-204.91,17.608,21.69,
8047,星雲,28.65%,0.35,07/25,0,,10.2,3.43%,3.43%,4.01%,08/24,53.85%,38.95%,0.3,0.21,0.26,8,-0.09,0,0,-0.09,0.65,36.43,0.79,29.54,30.13,2.08,2.12,-29.3,-29.89,-68.53,-69.9,49.9828,7.64,
8048,德勝,21.84%,2.5,07/21,0.3,07/21,34.9,7.16%,8.02%,9.01%,08/11,79.77%,16.33%,1.83,1.13,1.1,10,0.69,0,0,0.69,3.51,9.26,2.1,43.12,150.47,-19.18,-66.93,-90.37,-315.39,-179.36,-625.97,6.4396,59.32,
8049,晶采,20.48%,0.85,07/28,0,,15.45,5.5%,5.5%,6.13%,08/31,76.58%,8.54%,0.42,0.21,0.16,4,0.29,0,0,0.29,1.11,12.17,1.29,26.01,40.19,-16.44,-25.4,-64.96,-100.37,-125.61,-194.07,21.3438,17.9,
8050,廣積,9.2%,3.5,07/21,0.38,,64,5.47%,6.06%,6.35%,08/12,87.19%,4.84%,4.24,3.82,3.72,10,1.53,0,0,1.53,4.45,14.48,2.51,-3.82,-24.44,-48.21,-308.54,-98.94,-633.22,-162.35,-1039.06,4.928,77.52,
8054,安國,28.95%,1,07/22,0,,18.25,5.48%,5.48%,6.41%,08/19,120.48%,13.14%,1.51,2.02,2.11,10,-0.01,0,0,-0.01,0.83,36.5,0.7,47.95,87.51,4.04,7.38,-46.14,-84.2,-108.86,-198.68,17.4711,21.86,
8059,凱碩,11.2%,0.5,,0,,11.55,4.33%,4.33%,4.59%,,44.25%,15.88%,0.37,0.18,0.44,5,0.23,0,0,0.23,1.13,13.28,0.97,1.39,1.6,-30.61,-35.36,-67.19,-77.6,-112.9,-130.4,37.8788,10.08,
8064,東捷,20.36%,0.50095205,06/28,0,,17.3,2.9%,2.9%,3.22%,07/29,106.59%,8.6%,0.84,0.49,1.05,7,-0.13,0,0,-0.13,0.47,66.54,1.19,13.53,23.4,-8.81,-15.24,-34.33,-59.39,-66.24,-114.59,36.2352,10.54,
8066,來思達,0.04%,8,06/20,0,,89,8.99%,8.99%,8.99%,07/19,91.32%,49.68%,5.33,2.67,1.6,3,1.89,0,0,1.89,8.76,10.45,3.6,-44.77,-398.48,-107.71,-958.59,-179.63,-1598.72,-269.54,-2398.88,2.4995,152.83,
8069,元太,14.9%,0.47,,0,,18.9,2.49%,2.49%,2.69%,,100%,11.71%,0.16,1.02,0.82,5,-0.24,0,0,-0.24,0.47,15.49,0.82,5.17,9.76,-13.54,-25.59,-34.91,-65.99,-61.63,-116.49,39.6028,9.65,
8070,長華,11.77%,7,06/15,0,,118,5.93%,5.93%,6.3%,07/20,51.58%,39.68%,4.53,4.63,4.89,10,5.93,0,0,5.93,13.57,6.46,1.55,3.5,41.35,-40.46,-477.48,-90.72,-1070.44,-153.53,-1811.64,2.6983,141.57,
8071,能率豐,20.48%,0.2,,0,,12.3,1.63%,1.63%,1.81%,,95.24%,14.39%,0.5,0.74,0.44,6,-0.21,0,0,-0.21,0.21,-21.21,0.83,7.69,9.46,-4.86,-5.98,-19.2,-23.62,-37.13,-45.66,90.7112,4.21,
8072,陞泰,22.78%,1,07/11,0,,23.45,4.26%,4.26%,4.81%,08/03,72.46%,39.17%,7.48,7.24,7.23,10,0.15,0,0,0.15,1.38,18.32,0.85,24.82,58.21,-8.43,-19.77,-46.43,-108.88,-93.93,-220.27,17.9549,21.28,
8074,鉅橡,14.95%,1.5,06/16,0,,32.4,4.63%,4.63%,5%,07/08,64.1%,12.83%,1.37,1.27,1.08,10,0.57,0,0,0.57,2.34,13.01,1.85,9.73,31.52,-25.1,-81.33,-64.91,-210.3,-114.66,-371.51,12.406,30.79,
8076,伍豐,22.1%,0.72,,0.30000002,,64.5,1.12%,1.58%,1.78%,,102%,10.65%,1.18,0.79,2.4,9,0.09,0,0,0.09,1,70.88,3.45,8.69,56.07,-3.6,-23.22,-17.65,-113.83,-35.21,-227.1,17.6568,21.63,
8081,致新,12.71%,5,07/04,0,,65.2,7.67%,7.67%,8.19%,07/29,98.81%,9.96%,5.55,6.63,6.92,10,1.01,0,0,1.01,5.06,13.7,1.39,7.95,51.86,-49.14,-320.38,-114.39,-745.8,-195.95,-1277.57,3.761,101.57,
8083,瑞穎,17.3%,7.8,07/05,0,,157,4.97%,4.97%,5.44%,08/05,87.94%,28.94%,7.6,5.35,4.01,10,2.43,0,0,2.43,8.87,17.58,4.79,15.99,250.97,-21.8,-342.26,-64.98,-1020.24,-118.96,-1867.71,2.36,161.87,
8086,宏捷科,15.69%,4.75,06/27,0,,59.5,7.98%,7.98%,8.66%,07/26,60.51%,5.09%,2.23,1.31,0.85,6,1.37,0,0,1.37,7.85,8.01,2.47,19.58,116.51,-40.69,-242.08,-109.56,-651.89,-195.66,-1164.15,3.9042,97.84,
8088,品安,12.37%,1.47966349,07/12,0,,24.9,5.94%,5.94%,6.33%,07/29,88.6%,38.19%,2.11,1.26,0.81,6,0.17,0,0,0.17,1.67,15.66,1.61,5.2,12.96,-38.97,-97.02,-89.45,-222.72,-152.54,-379.84,12.7293,30.01,
8091,翔名,11.88%,3,,0,,52.3,5.74%,5.74%,6.1%,,55.25%,22.63%,3.48,3.98,3.23,10,0.91,0,0,0.91,5.43,10.16,1.33,3.69,19.29,-38.85,-203.18,-87.46,-457.44,-148.23,-775.26,6.2929,60.7,
8096,擎亞,21.52%,0.08,,1.42,,19.2,0.42%,7.81%,8.75%,,83.33%,21.23%,0.5,1.41,1.31,8,0.06,0,0,0.06,1.8,10.73,0.96,40.8,78.33,-19.78,-37.97,-89,-170.88,-175.53,-337.02,12.038,31.73,
8099,大世科,23.86%,1,,0,,18.45,5.42%,5.42%,6.15%,,74.63%,53.61%,1.37,1.25,1.58,10,0.27,0,0,0.27,1.34,13.37,1.27,34.33,63.34,-8.14,-15.02,-56.67,-104.56,-117.34,-216.49,17.8683,21.38,
8103,瀚荃,19.83%,0.3,08/08,0.4,08/08,25.3,1.19%,2.77%,3.07%,09/23,57.85%,9.33%,1.8,2.56,2.71,10,0.33,0,0,0.33,1.21,42.88,0.84,12.23,30.93,-9.06,-22.92,-33.39,-84.48,-63.8,-161.42,25.9941,14.7,
8105,凌巨,20.48%,0.1,07/21,0,,20.3,0.49%,0.49%,0.55%,08/19,9.9%,53.67%,0.03,0.02,0.37,3,0.3,0,0,0.3,1.01,14.4,1.15,2.33,4.73,-1.47,-2.99,-5.82,-11.81,-11.25,-22.83,181.4224,2.11,
8107,大億科,28.48%,0.70848227,08/25,0,,23.85,2.97%,2.97%,3.46%,09/23,102.68%,11.02%,0.24,0.26,0.31,4,0.31,0,0,0.31,0.69,22.5,1.59,25.33,60.42,1.58,3.76,-25.57,-60.99,-59.51,-141.92,24.7106,15.46,
8109,博大,17%,4.5,07/26,0,,67.3,6.69%,6.69%,7.31%,08/18,81.23%,27.76%,4.27,3.63,3.38,10,1.26,0,0,1.26,5.54,10.93,3.11,20.56,138.38,-30.22,-203.4,-88.26,-594,-160.81,-1082.25,4.0963,93.26,
8110,華東,21.01%,0.21,08/23,0,,9.29,2.26%,2.26%,2.53%,,72.41%,42.43%,0.23,0.19,0.36,7,-0.16,0,0,-0.16,0.29,38.71,0.58,11.26,10.46,-6.23,-5.79,-26.21,-24.35,-51.19,-47.56,86.1844,4.43,
8112,至上,10.75%,1.105364,09/05,0,,17.45,6.33%,6.33%,6.69%,09/28,92.11%,4.74%,1.11,1.06,0.88,9,0.27,0,0,0.27,1.2,13.02,0.95,0.67,1.17,-46.05,-80.36,-99.45,-173.54,-166.2,-290.02,17.1707,22.25,
8114,振樺電,21.03%,7.75,08/08,0.24999997,08/08,169.5,4.57%,4.72%,5.27%,09/27,87.72%,12.4%,7.57,6.2,5.86,10,1.75,0,0,1.75,9.12,17.99,7.39,23.55,399.14,-12.96,-219.74,-54.69,-927.04,-106.85,-1811.16,2.2621,168.87,
8131,福懋科,16.77%,2,07/21,0,,22.35,8.95%,8.95%,9.77%,08/12,78.43%,66.27%,1.27,1.48,1.65,10,0.56,0,0,0.56,2.55,9.05,0.97,26.54,59.32,-41.35,-92.42,-118.94,-265.84,-215.93,-482.61,9.2264,41.4,
8147,正淩,10.91%,2,08/25,0,,40,5%,5%,5.29%,,56.98%,20.42%,1.62,1.24,0.74,6,0.45,0,0,0.45,3.51,14.98,1.75,0.91,3.65,-36,-143.99,-78.18,-312.72,-130.91,-523.63,9.4827,40.28,
8150,南茂,18.98%,2,,0,,33.05,6.05%,6.05%,6.69%,,78.74%,59.2%,1.81,0.99,0.59,4,0.4,0,0,0.4,2.54,15.59,1.53,24.3,80.31,-22.08,-72.98,-75.09,-248.16,-141.34,-467.14,9.1333,41.83,
8155,博智,9.84%,2,08/03,0,,31.05,6.44%,6.44%,6.77%,09/02,110.5%,30.54%,1.87,1.39,0.83,6,0.75,0,0,0.75,1.81,17.25,1.15,-2.1,-6.52,-49.41,-153.41,-103.47,-321.28,-171.05,-531.12,9.5311,40.08,
8163,達方,3.61%,2,07/07,0,,18,11.11%,11.11%,11.32%,08/12,100%,21.65%,0.83,0.85,1.57,10,0.15,0,0,0.15,2,8.45,0.59,-36.5,-65.71,-115.68,-208.23,-206.18,-371.12,-319.29,-574.73,9.8227,38.89,
8182,加高,22.16%,0.7,08/02,0,,13.6,5.15%,5.15%,5.79%,08/23,72.92%,55.89%,0.68,0.71,0.96,10,0.18,0,0,0.18,0.96,14.02,0.55,28.44,38.68,-11.58,-15.75,-57.32,-77.95,-114.49,-155.71,25.7215,14.85,
8210,勤誠,16.99%,2.6,07/11,0,,59.5,4.37%,4.37%,4.78%,07/29,61.61%,13.82%,2.7,2.73,2.34,10,0.93,0,0,0.93,4.22,13.46,2.53,13.42,79.83,-19.77,-117.63,-57.7,-343.3,-105.11,-625.39,7.09,53.88,
8213,志超,16.17%,2,07/07,0,,29.5,6.78%,6.78%,7.38%,07/29,49.75%,5.92%,2.83,2.36,2.29,10,0.66,0,0,0.66,4.02,8.5,0.75,18.17,53.62,-33.12,-97.7,-91.74,-270.64,-165.02,-486.81,9.252,41.29,
8215,明基材,9.86%,1.2,07/15,0,,17.3,6.94%,6.94%,7.3%,08/09,75.95%,40.65%,1.27,0.7,0.66,6,-0.24,0,0,-0.24,1.58,26.21,1.24,-2.2,-3.8,-53.14,-91.94,-111.37,-192.67,-184.15,-318.59,15.8836,24.05,
8222,寶一,13.32%,0.8,07/20,0,,31.3,2.56%,2.56%,2.74%,08/16,63.49%,20.65%,0.6,0.5,0.45,8,0.43,0,0,0.43,1.26,21.15,2.32,3.39,10.62,-15.69,-49.11,-37.5,-117.38,-64.76,-202.7,23.439,16.3,
8234,新漢,27.36%,1.24665966,08/23,0,,29.75,4.19%,4.19%,4.85%,09/21,89.05%,4.67%,1.48,1.81,1.96,10,0.31,0,0,0.31,1.4,17.6,1.73,33.51,99.68,0.16,0.48,-37.95,-112.9,-85.59,-254.62,14.1123,27.07,
8240,華宏,16.63%,0.5,07/12,0,,21.3,2.35%,2.35%,2.56%,08/05,5000%,31.3%,0.9,1.68,1.89,10,-0.47,0,0,-0.47,0.01,-38.73,0.47,6.81,14.5,-10.99,-23.41,-31.33,-66.74,-56.76,-120.9,36.9293,10.34,
8249,菱光,14.22%,1.8,06/30,0,,18.9,9.52%,9.52%,10.25%,07/27,77.92%,25.88%,1.63,1.38,1.54,10,0.14,0,0,0.14,2.31,9.79,0.68,16.71,31.58,-54.7,-103.38,-136.3,-257.62,-238.31,-450.41,10.3736,36.82,
8255,朋程,20.22%,6.5,07/14,0,,116.5,5.58%,5.58%,6.21%,08/10,79.95%,17.55%,6,5.08,4.74,10,1.93,0,0,1.93,8.13,14.26,2.73,25.69,299.29,-17.31,-201.71,-66.46,-774.28,-127.9,-1489.99,2.7944,136.7,
8261,富鼎,17.27%,1,07/13,0,,22.9,4.37%,4.37%,4.78%,08/05,142.86%,11.37%,0.47,0.35,0.7,7,0.09,0,0,0.09,0.7,35.23,1.4,13.99,32.03,-19.22,-44.01,-57.17,-130.92,-104.61,-239.56,18.4103,20.75,
8271,宇瞻,25.53%,2,06/30,0,,27.85,7.18%,7.18%,8.23%,07/29,130.72%,9.95%,2.07,1.87,1.35,8,0.6,0,0,0.6,1.53,16.29,1.42,51.18,142.54,-5.51,-15.34,-70.29,-195.76,-151.27,-421.29,8.868,43.08,
8287,英格爾,24.58%,0.6,07/18,0.4,07/18,16.6,3.61%,6.02%,6.87%,08/19,58.48%,3.77%,0.93,1.92,1.82,10,0.25,0,0,0.25,1.71,9.38,0.64,40.21,66.76,-7.14,-11.85,-61.25,-101.68,-128.9,-213.97,17.811,21.45,
8289,泰藝電,24.49%,0.61601144,07/29,0,,11.05,5.57%,5.57%,6.35%,08/26,88%,14.18%,0.59,0.69,0.83,9,0,0,0,0,0.7,14.54,0.57,36.98,40.86,-6.83,-7.54,-56.88,-62.86,-119.46,-132,28.9251,13.21,
8299,群聯,10.73%,12,07/11,0,,264,4.55%,4.55%,4.8%,08/05,58.79%,17.22%,11.14,8.79,7.79,10,4.71,0,0,4.71,20.41,12.82,2.45,0.44,11.61,-33.09,-873.46,-71.4,-1884.96,-119.29,-3149.34,1.5818,241.5,
8341,日友,19.31%,3.5,07/07,0,,152,2.3%,2.3%,2.55%,07/29,74.31%,38.74%,2.57,1.67,1.03,7,1.28,0,0,1.28,4.71,30.04,7.07,9.61,146.03,-8.07,-122.63,-28.27,-429.66,-53.52,-813.45,5.2111,73.3,
8349,恒耀,10.56%,3.5,,0,,77.2,4.53%,4.53%,4.79%,,64.7%,25.8%,3.33,2.3,1.67,10,1.17,0,0,1.17,5.41,14.9,2.46,0.07,0.56,-33.34,-257.38,-71.52,-552.16,-119.25,-920.64,5.4277,70.38,
8354,冠郝,17.67%,0.7,,0,,17,4.12%,4.12%,4.52%,,59.83%,18.2%,0.83,0.77,0.69,9,0.01,0,0,0.01,1.17,16.5,0.77,13.97,23.75,-17.4,-29.58,-53.25,-90.52,-98.06,-166.71,26.2521,14.55,
