代號,公司,扣抵稅率,配息,除息日,配股,除權日,股價,現金殖利率,殖利率,還原殖利率,發息日,配息率,董監持股,3年平均股利,6年平均股利,10年平均股利,10年股利次數,1QEPS,2QEPS,3QEPS,今年累積EPS,去年EPS,本益比,股價淨值比,5%每萬元買抵稅,5%持有一張抵稅,12%萬買,12%一張,20%萬買,20%一張,30%萬買,30%一張,多少張以上要繳健保費,一張繳健保費,
6138,茂達,16.9%,1.5,,0,,29.4,5.1%,5.1%,5.57%,,100.67%,11.64%,1.3,1.32,1.27,10,0.57,0,0,0.57,1.49,16.61,1.62,15.45,45.41,-23.29,-68.46,-67.55,-198.6,-122.88,-361.28,12.2945,31.07,
6139,亞翔,14.1%,0.88447073,08/04,0,,25.5,3.47%,3.47%,3.73%,08/31,86.71%,22.29%,0.83,1.75,2.2,10,0.87,0,0,0.87,1.02,13.86,0.65,5.89,15.01,-20.1,-51.26,-49.81,-127.01,-86.94,-221.69,21.1232,18.08,
6141,柏承,0%,0.3,07/20,0,,9.1,3.3%,3.3%,3.3%,08/15,-9.49%,21.82%,0.47,0.62,1.08,10,-0.55,0,0,-0.55,-3.16,-2.94,0.64,-16.48,-15,-39.56,-36,-65.93,-60,-98.9,-90,66.6667,5.73,
6143,振曜,11.07%,2,08/11,0,,78.2,2.56%,2.56%,2.71%,08/31,33.11%,22.14%,5,4,3.09,10,-0.91,0,0,-0.91,6.04,18.89,3.1,0.66,5.17,-18.23,-142.58,-39.83,-311.44,-66.82,-522.51,9.4755,40.31,
6145,勁永,20.78%,0.3,,0,,10.25,2.93%,2.93%,3.27%,,66.67%,82.55%,0.17,0.08,0.21,4,0.05,0,0,0.05,0.45,60.29,0.69,14.26,14.61,-8.36,-8.57,-34.21,-35.06,-66.52,-68.18,60.3919,6.33,
6146,耕興,19.31%,6,08/24,0.1,08/24,179,3.35%,3.41%,3.77%,09/12,71.76%,28.95%,5.46,5.08,4.42,10,1.8,0,0,1.8,8.5,21.39,4.9,14.22,254.51,-11.94,-213.72,-41.83,-748.84,-79.2,-1417.73,2.99,127.76,
6147,頎邦,13.49%,2.1,07/28,0,,43.55,4.82%,4.82%,5.17%,08/19,65.83%,3.2%,2.43,2.32,1.76,8,0.31,0,0,0.31,3.19,16.5,1.2,6.79,29.56,-29.24,-127.35,-70.42,-306.68,-121.89,-530.85,8.922,42.82,
6151,晉倫,9.44%,2.2,06/28,0,,24.75,8.89%,8.89%,9.33%,07/13,83.97%,13.44%,1.6,1.55,1.46,10,0.66,0,0,0.66,2.62,9.13,1.33,-4.59,-11.35,-69.75,-172.62,-144.21,-356.93,-237.3,-587.31,8.6812,44,
6153,嘉聯益,14.57%,1,,0,,18.05,5.54%,5.54%,5.98%,,52.36%,5.95%,0.75,1.29,1.1,9,-0.36,0,0,-0.36,1.91,9.97,0.7,10.64,19.21,-30.97,-55.89,-78.52,-141.72,-137.95,-249.01,18.6419,20.49,
6154,順發,24.14%,1,,0,,16.7,5.99%,5.99%,6.81%,,94.34%,20.12%,1.28,1.51,2.04,10,0.38,0,0,0.38,1.06,15.05,1.03,38.72,64.67,-8.25,-13.78,-61.94,-103.44,-129.05,-215.51,17.846,21.41,
6155,鈞寶,23.33%,1.1,06/22,0.05,06/22,17,6.47%,6.76%,7.66%,07/19,94.26%,25.01%,1.25,1.24,1.64,10,0.14,0,0,0.14,1.22,13.39,0.99,41.14,69.94,-11.74,-19.95,-72.17,-122.68,-147.7,-251.1,15.5745,24.53,
6156,松上,20.48%,0.3,,0,,13.6,2.21%,2.21%,2.46%,,18.75%,22.23%,0.1,0.05,0.12,2,0.42,0,0,0.42,1.6,7.51,1.1,10.43,14.18,-6.59,-8.97,-26.05,-35.42,-50.36,-68.5,60.4741,6.32,
6158,禾昌,45.97%,0.5,07/26,0,,15.05,3.32%,3.32%,4.31%,08/26,454.55%,13.62%,0.17,0.81,1.46,8,0.2,0,0,0.2,0.11,29.51,0.61,55.93,84.18,27.33,41.13,-5.36,-8.06,-46.21,-69.55,32.5243,11.75,
6160,欣技,20.48%,1,07/14,0,,34.35,2.91%,2.91%,3.24%,08/05,166.67%,36.7%,0.87,1.4,2.37,10,0.77,0,0,0.77,0.6,25.63,2.38,13.76,47.28,-8.7,-29.89,-34.38,-118.08,-66.47,-228.32,18.1422,21.06,
6161,捷波,20.48%,0.2,07/28,0,,7.43,2.69%,2.69%,3%,09/02,58.82%,21.99%,0.27,0.46,0.6,8,0.24,0,0,0.24,0.34,22.52,0.59,12.73,9.46,-8.05,-5.98,-31.78,-23.62,-61.46,-45.66,90.7112,4.21,
6164,華興,12.23%,0.5,07/27,0,,12.2,4.1%,4.1%,4.37%,08/25,111.11%,8.99%,0.78,0.68,0.84,10,0.11,0,0,0.11,0.45,26.52,0.91,3.32,4.05,-27.13,-33.09,-61.92,-75.54,-105.41,-128.6,37.695,10.13,
6166,凌華,17.4%,2.4,07/25,0,,65.1,3.69%,3.69%,4.04%,08/19,79.21%,21.39%,2.67,2.58,2.33,10,0.26,0,0,0.26,3.03,29.73,2.88,12.04,78.36,-16.01,-104.26,-48.07,-312.96,-88.15,-573.84,7.6664,49.83,
6170,統振,20.48%,0.42880452,07/04,0,,10.7,4.01%,4.01%,4.46%,07/21,87.51%,15.84%,0.24,0.34,0.72,7,0.04,0,0,0.04,0.49,28.92,0.81,18.95,20.27,-11.98,-12.82,-47.32,-50.63,-91.5,-97.9,42.3089,9.03,
6171,亞銳士,9.73%,0.3,08/08,0,,11.8,2.54%,2.54%,2.67%,08/25,19.74%,45.55%,0.1,0.08,0.11,4,0.44,0,0,0.44,1.52,6.21,0.82,-0.96,-1.13,-19.62,-23.16,-40.95,-48.32,-67.61,-79.78,63.5738,6.01,
6173,信昌電,20.48%,0.35,07/20,0,,16.15,2.17%,2.17%,2.41%,08/10,47.3%,44.4%,0.25,0.36,0.35,6,0.37,0,0,0.37,0.74,18.35,1.06,10.25,16.55,-6.48,-10.46,-25.59,-41.33,-49.48,-79.91,51.835,7.37,
6174,安碁,23.81%,1,,0,,15,6.67%,6.67%,7.57%,,97.09%,32.05%,1.13,0.68,0.41,6,0.16,0,0,0.16,1.03,15.46,1.26,42.07,63.1,-10.16,-15.24,-69.84,-104.76,-144.44,-216.67,17.8723,21.37,
6175,立敦,28.98%,0.3,,0,,14.05,2.14%,2.14%,2.5%,,78.95%,33.09%,0.19,0.5,0.3,6,0.08,0,0,0.08,0.38,34.27,0.94,18.72,26.3,1.6,2.25,-17.95,-25.22,-42.4,-59.57,58.2292,6.56,
6176,瑞儀,10.17%,4.5,07/20,0,,51.1,8.81%,8.81%,9.28%,08/17,68.08%,4.29%,5.67,6.03,4.69,10,0.94,0,0,0.94,6.61,6.49,1.07,-1.49,-7.62,-66.27,-338.63,-140.3,-716.94,-232.84,-1189.82,4.2294,90.32,
6177,達麗,1.12%,3,08/18,0.1,08/18,24.25,12.37%,12.78%,12.86%,,84.7%,11.78%,2.85,2.54,1.76,8,0.85,0,0,0.85,3.66,6.95,1.22,-57.12,-138.51,-147.1,-356.72,-249.94,-606.11,-378.49,-917.85,6.4157,59.54,
6179,亞通,20.48%,2.6,07/14,0,,43.7,5.95%,5.95%,6.63%,08/11,86.67%,13.24%,0.93,0.47,0.39,4,0.23,0,0,0.23,3,14.52,3.12,28.13,122.93,-17.78,-77.71,-70.25,-307.01,-135.84,-593.63,6.9778,54.75,
6180,橘子,20.48%,1.2,08/04,0,,34.45,3.48%,3.48%,3.88%,08/19,48.78%,22.29%,0.8,0.73,1,9,0.12,0,0,0.12,2.46,65,2.01,16.47,56.74,-10.41,-35.87,-41.13,-141.7,-79.53,-273.98,15.1185,25.27,
6183,關貿,22.27%,1.2,,0,,26.7,4.49%,4.49%,5.06%,,97.56%,50.06%,1.13,1.07,0.94,10,0.32,0,0,0.32,1.23,22.63,1.95,25.07,66.94,-9.89,-26.41,-49.85,-133.1,-99.8,-266.47,14.9968,25.47,
6184,大豐電,24.32%,0.5,,1.3,,38.8,1.29%,4.64%,5.28%,,77.25%,11.67%,2.09,2.82,2.97,10,-0.66,0,0,-0.66,2.33,43.11,1.24,30.4,117.94,-6.03,-23.39,-47.65,-184.9,-99.69,-386.78,9.9065,38.56,
6185,幃翔,13.35%,1.6,06/07,0.4,06/07,19.4,8.25%,10.31%,11.05%,07/05,74.63%,19.91%,2.43,2.16,1.77,10,0.52,0,0,0.52,2.68,7.55,0.96,13.83,26.83,-63.15,-122.52,-151.13,-293.2,-261.11,-506.55,9.3743,40.75,
6186,新潤,0.01%,3,,0.5,,24.45,12.27%,14.31%,14.32%,,54.35%,19.16%,3.16,1.75,1.05,4,0.76,0,0,0.76,6.44,4.23,1.15,-71.51,-174.83,-171.72,-419.85,-286.24,-699.86,-429.4,-1049.88,5.714,66.85,
6187,萬潤,18.37%,2,07/26,0,,68.2,2.93%,2.93%,3.23%,08/18,72.46%,19.67%,1.65,0.82,0.91,7,0.12,0,0,0.12,2.76,30.58,3.35,10.93,74.52,-11.49,-78.34,-37.1,-253.04,-69.12,-471.41,9.1588,41.71,
6188,廣明,9.28%,1.2,07/27,0,,25,4.8%,4.8%,5.03%,08/24,82.76%,31.27%,2.47,2,2.48,10,0.33,0,0,0.33,1.45,17.24,0.81,-2.84,-7.1,-38,-95,-78.18,-195.46,-128.41,-321.02,15.9276,23.98,
6189,豐藝,20.62%,3,07/21,0,,31.75,9.45%,9.45%,10.53%,08/25,93.17%,11.87%,3.07,2.6,2.55,10,0.65,0,0,0.65,3.22,10.24,1.58,45.3,143.84,-27.66,-87.82,-111.04,-352.56,-215.27,-683.49,6.0436,63.21,
6192,巨路,18.3%,3,07/15,0,,45.9,6.54%,6.54%,7.19%,08/11,61.73%,9.34%,3,3.33,3.37,10,0.92,0,0,0.92,4.86,9.18,1.27,24.13,110.78,-25.8,-118.44,-82.88,-380.4,-154.22,-707.85,6.1078,62.54,
6194,育富,31.33%,0.75,07/11,0,,16.3,4.6%,4.6%,5.46%,08/11,-129.31%,15.37%,0.9,1.32,1.97,10,-0.3,0,0,-0.3,-0.58,-20.38,0.56,45.47,74.11,8.21,13.39,-34.36,-56.01,-87.58,-142.76,23.0551,16.57,
6195,詩肯,21.53%,3.5,07/07,0,,44,7.95%,7.95%,8.91%,08/09,79.55%,35.87%,4.71,4.27,2.61,7,0.94,0,0,0.94,4.4,10.81,2.25,41.58,182.94,-20.1,-88.44,-90.59,-398.58,-178.69,-786.26,5.1589,74.05,
6196,帆宣,27.83%,2,07/27,0,,28.5,7.02%,7.02%,8.15%,08/22,71.94%,20.41%,2,1.5,1.23,10,0.86,0,0,0.86,2.78,8.05,1.02,57.68,164.39,1.72,4.9,-62.23,-177.36,-142.17,-405.19,8.7785,43.52,
6197,佳必琪,22.57%,2,07/28,0,,27.2,7.35%,7.35%,8.29%,08/18,130.72%,22.17%,1.81,1.04,1.43,7,0.23,0,0,0.23,1.53,19.71,1.26,42.06,114.42,-15.21,-41.38,-80.68,-219.44,-162.5,-442.01,8.9859,42.51,
6201,亞弘電,24.74%,2,08/04,0,,28.8,6.94%,6.94%,7.92%,08/31,89.29%,46.07%,1.87,1.92,2.04,10,0.46,0,0,0.46,2.24,13.09,1.06,46.89,135.03,-7.74,-22.29,-70.17,-202.08,-148.2,-426.82,8.8992,42.93,
6202,盛群,16.39%,3.57,08/04,0,,53.1,6.72%,6.72%,7.32%,08/26,100%,9.05%,3.46,3.06,3.01,10,0.74,0,0,0.74,3.57,15.09,3.35,18.73,99.43,-32.19,-170.95,-90.39,-479.95,-163.13,-866.21,5.1779,73.77,
6203,海韻電,23.71%,2,,0,,33.6,5.95%,5.95%,6.75%,,81.3%,34.34%,2.83,2.91,4.12,10,0.63,0,0,0.63,2.46,12.49,1.77,37.28,125.25,-9.33,-31.35,-62.6,-210.32,-129.18,-434.03,8.9401,42.73,
006203,元大MSCI台灣,0%,0.3,07/28,0,,32.4,0.93%,0.93%,0.93%,08/30,0%,0%,0.35,0.43,0.26,4,0,0,0,0,0,0,0,-4.63,-15,-11.11,-36,-18.52,-60,-27.78,-90,66.6667,5.73,
6204,艾華,23.27%,0.7,,0,,21.4,3.27%,3.27%,3.7%,,63.64%,27.49%,0.93,1.27,1.5,10,-0.01,0,0,-0.01,1.1,21.62,0.89,19.8,42.37,-5.76,-12.33,-34.97,-74.84,-71.49,-152.99,25.5936,14.93,
6205,詮欣,22.73%,2,07/11,0,,27.35,7.31%,7.31%,8.25%,08/15,64.52%,16.38%,1.9,1.31,1.67,10,0.44,0,0,0.44,3.1,9.4,1.22,42.39,115.94,-14.62,-39.98,-79.77,-218.16,-161.2,-440.89,8.9795,42.54,
6206,飛捷,12.15%,6,08/18,0,,107.5,5.58%,5.58%,5.94%,09/21,85.47%,20.07%,6.48,5.62,5.33,10,1.51,0,0,1.51,7.02,15.31,3.3,4.3,46.28,-37.14,-399.24,-84.5,-908.4,-143.71,-1544.85,3.1424,121.56,
6207,雷科,12.19%,2.5,06/27,0,,21.45,11.66%,11.66%,12.41%,07/28,94.34%,10.29%,1.69,1.69,1.86,10,0.27,0,0,0.27,2.65,9.25,1.18,9.21,19.76,-77.35,-165.91,-176.27,-378.1,-299.92,-643.34,7.5404,50.66,
6208,日揚,26.79%,0.2,06/27,0,,12.05,1.66%,1.66%,1.92%,07/15,28.57%,14.37%,0.53,0.65,0.71,9,0.34,0,0,0.34,0.7,16.97,0.79,12.82,15.45,-0.35,-0.42,-15.41,-18.57,-34.23,-41.25,88.1873,4.33,
006208,FB台50,0%,0.043,08/02,0,,39.2,0.11%,0.11%,0.11%,09/01,0%,%,0.42,0.62,0.37,4,0,0,0,0,0,0,0,-0.55,-2.15,-1.32,-5.16,-2.19,-8.6,-3.29,-12.9,465.1163,0.82,
6210,慶生,18.99%,4,08/04,0,,45,8.89%,8.89%,9.82%,08/30,74.07%,19.6%,3.83,3.58,2.37,9,0.95,0,0,0.95,5.4,10.2,1.93,35.74,160.81,-32.39,-145.78,-110.26,-496.16,-207.59,-934.14,4.5664,83.65,
6212,理銘,3.7%,1.5,08/03,0,,31.85,4.71%,4.71%,4.8%,08/30,36.59%,9.95%,0.5,0.25,0.15,1,2.27,0,0,2.27,4.1,4.88,1.93,-15.27,-48.64,-48.85,-155.58,-87.22,-277.8,-135.19,-430.58,13.0911,29.18,
6213,聯茂,6.11%,1.6,07/01,0,,34,4.71%,4.71%,4.85%,08/05,83.33%,12.65%,1.67,2.09,2.09,10,0.85,0,0,0.85,1.92,13.88,1.46,-9.87,-33.56,-43.82,-148.99,-82.62,-280.9,-131.11,-445.78,12.1294,31.49,
6214,精誠,10.95%,5,07/14,0,,52.4,9.54%,9.54%,10.09%,07/27,218.34%,9.45%,4.33,3.17,2.3,9,0.38,0,0,0.38,2.29,25.69,0.99,1.92,10.06,-68.53,-359.1,-149.05,-781,-249.69,-1308.37,3.7924,100.73,
6215,和椿,30.69%,0.25,07/11,0,,14.15,1.77%,1.77%,2.09%,08/05,78.13%,19.42%,0.62,0.68,0.81,8,0.17,0,0,0.17,0.32,37.24,1.02,16.92,23.94,2.66,3.76,-13.65,-19.31,-34.03,-48.15,69.3571,5.51,
6216,居易,20.48%,2.57595226,08/04,0,,30.35,8.49%,8.49%,9.46%,09/01,86.15%,21.18%,2.11,1.85,1.91,10,0.68,0,0,0.68,2.99,9.4,1.68,40.13,121.79,-25.37,-76.99,-100.22,-304.17,-193.79,-588.14,7.0429,54.24,
6217,中探針,21.88%,2.4,08/04,0.4,08/04,40.7,5.9%,6.88%,7.72%,09/08,71.79%,14.49%,1.81,1.19,0.71,6,0.1,0,0,0.1,3.9,13,1.66,37.1,151,-16.32,-66.44,-77.38,-314.94,-153.7,-625.58,6.4385,59.33,
6218,豪勉,22.68%,1,07/20,0,,21.75,4.6%,4.6%,5.19%,08/12,91.74%,16%,1,1.84,2.05,10,0.24,0,0,0.24,1.09,20.14,1.36,26.54,57.73,-9.29,-20.21,-50.24,-109.28,-101.43,-220.62,17.963,21.27,
6219,富旺,0%,0.12,06/06,0,,11,1.09%,1.09%,1.09%,06/29,92.31%,30.69%,1.65,0.83,0.5,3,-0.31,0,0,-0.31,0.13,-57.89,1.02,-5.45,-6,-13.09,-14.4,-21.82,-24,-32.73,-36,166.6667,2.29,
6220,岳豐,17.92%,1.1695,,0,,18.7,6.25%,6.25%,6.87%,,194.92%,14.94%,0.59,0.38,0.59,8,0.25,0,0,0.25,0.6,21.49,1.02,21.96,41.07,-25.74,-48.13,-80.25,-150.07,-148.4,-277.5,15.695,24.34,
6221,晉泰,22.64%,1.69178479,08/01,0.497583778,08/01,27.2,6.22%,8.05%,9.08%,08/19,99.07%,17.59%,1.7,1.55,1.18,9,0.32,0,0,0.32,2.21,12.59,1.6,46.31,125.98,-16.41,-44.63,-88.09,-239.6,-177.69,-483.33,8.2061,46.55,
6223,旺矽,16.3%,3,08/18,0,,87.5,3.43%,3.43%,3.73%,09/12,80.86%,20.35%,3.04,3.65,2.96,9,0.69,0,0,0.69,3.71,27.43,1.87,9.4,82.28,-16.55,-144.84,-46.22,-404.4,-83.3,-728.85,6.1643,61.97,
6224,聚鼎,15.86%,4.3,07/11,0,,55.8,7.71%,7.71%,8.37%,07/29,73.76%,26.89%,4.2,4.01,3.32,10,1.04,0,0,1.04,5.83,9.91,2.08,19.52,108.94,-38.7,-215.93,-105.23,-587.21,-188.41,-1051.31,4.3094,88.64,
6227,茂綸,18.15%,1,,0,,32.35,3.09%,3.09%,3.4%,,54.64%,60.32%,0.77,0.68,0.91,10,1.23,0,0,1.23,1.83,11.81,1.67,11.19,36.21,-12.41,-40.14,-39.38,-127.4,-73.1,-236.48,18.336,20.83,
6229,研通,20.66%,0.04,07/11,0,,13.2,0.3%,0.3%,0.34%,07/29,80%,23.79%,0.6,0.58,0.78,10,0.01,0,0,0.01,0.05,82.5,1.03,1.46,1.93,-0.88,-1.16,-3.56,-4.69,-6.9,-9.11,453.1859,0.84,
6230,超眾,16.21%,5.5,,0,,151,3.64%,3.64%,3.96%,,70.79%,12.56%,4.23,3.28,2.75,10,2.52,0,0,2.52,7.77,17.22,3.52,9.83,148.49,-17.73,-267.72,-49.23,-743.38,-88.61,-1337.96,3.3637,113.56,
6231,系微,25.39%,0.85,07/20,0,,31.95,2.66%,2.66%,3.05%,08/12,74.56%,25.34%,0.6,2.88,2.55,9,-0.44,0,0,-0.44,1.14,53.25,1.79,18.78,60.01,-2.2,-7.04,-26.19,-83.67,-56.17,-179.46,20.8788,18.3,
6234,高僑,20.48%,1,,3,,26.2,3.82%,15.27%,17.01%,,96.62%,14.78%,1.7,0.92,0.93,8,0.12,0,0,0.12,4.14,6.5,0.8,72.18,189.12,-45.63,-119.55,-180.27,-472.32,-348.58,-913.28,4.5356,84.22,
6237,驊訊,21.83%,0.25,,0,,32.15,0.78%,0.78%,0.87%,,20.16%,16.36%,0.55,0.48,1.36,8,-0.04,0,0,-0.04,1.24,25.93,1.58,4.18,13.42,-1.86,-5.99,-8.76,-28.17,-17.39,-55.9,72.1273,5.3,
6238,勝麗,0%,6,07/26,0.8,07/26,257,2.33%,2.65%,2.65%,08/30,71.81%,39.3%,2.27,1.13,0.68,1,3.05,0,0,3.05,9.47,24.22,9.21,-13.23,-340,-31.75,-816,-52.92,-1360,-79.38,-2040,2.9412,129.88,
6239,力成,9.76%,3.5,06/24,0,,81.2,4.31%,4.31%,4.53%,08/01,67.31%,5.61%,2.83,3.1,3.56,10,1.21,0,0,1.21,5.2,15.12,1.83,-1.57,-12.74,-33.21,-269.7,-69.38,-563.36,-114.59,-930.44,5.4484,70.11,
6242,立康,10.47%,0.05,,1.1,,49,0.1%,2.35%,2.48%,,43.56%,55.5%,0.39,0.19,0.12,1,0.5,0,0,0.5,2.64,17.82,3.37,-0.06,-0.31,-17.35,-85.02,-37.11,-181.84,-61.81,-302.86,16.5262,23.11,
6245,立端,15.83%,1.9816,08/17,0,,46.35,4.28%,4.28%,4.64%,09/23,60.23%,13.29%,2.03,1.6,1.3,10,0.65,0,0,0.65,3.29,14.09,1.94,10.77,49.92,-21.53,-99.77,-58.43,-270.85,-104.57,-484.69,9.3526,40.84,
6247,淇譽電,24.58%,0.5,,0,,10.4,4.81%,4.81%,5.48%,,31.85%,36.81%,0.2,0.24,0.29,9,-0.1,0,0,-0.1,1.57,8.39,0.69,32.09,33.38,-5.7,-5.92,-48.88,-50.84,-102.87,-106.99,35.6221,10.72,
6248,沛波,20.48%,0.65,,0,,24.8,2.62%,2.62%,2.92%,,32.34%,48.05%,0.22,0.11,0.12,3,0.45,0,0,0.45,2.01,12.34,2.16,12.39,30.73,-7.83,-19.43,-30.95,-76.75,-59.84,-148.41,27.9111,13.69,
6257,矽格,14.62%,1.6,07/28,0,,23.05,6.94%,6.94%,7.49%,08/17,75.83%,6.73%,1.94,1.97,1.66,10,0.34,0,0,0.34,2.11,11.35,1.04,13.5,31.11,-38.64,-89.08,-98.24,-226.43,-172.72,-398.13,11.6485,32.79,
6261,久元,18.34%,3.3,,0,,50.9,6.48%,6.48%,7.14%,,88.95%,12.15%,4.06,4.5,4.27,10,1.09,0,0,1.09,3.71,13.47,1.11,24.06,122.48,-25.48,-129.7,-82.1,-417.91,-152.88,-778.17,5.5515,68.81,
6263,普萊德,19.68%,3.8,08/11,0,,50.8,7.48%,7.48%,8.3%,09/06,89.2%,39.36%,3.36,2.55,2.65,10,1.02,0,0,1.02,4.26,11.9,2.57,32.52,165.22,-24.99,-126.95,-90.72,-460.86,-172.89,-878.26,4.7917,79.72,
6265,方土昶,20.51%,0.550117,,0,,7.75,7.1%,7.1%,7.91%,,114.61%,22.72%,0.6,0.31,0.4,6,-0.06,0,0,-0.06,0.48,20.39,0.57,33.66,26.09,-21.12,-16.37,-83.73,-64.89,-161.99,-125.54,32.9744,11.58,
6266,泰詠,7.46%,0.8,07/12,0.8,07/12,14.05,5.69%,11.39%,11.83%,08/12,84.66%,10.23%,1.18,0.94,0.77,8,0.29,0,0,0.29,1.89,7.85,0.83,-16.59,-23.3,-99.28,-139.48,-193.78,-272.26,-311.9,-438.22,12.0505,31.7,
6269,台郡,15.1%,4.5,08/29,0.5,08/29,85,5.29%,5.88%,6.36%,,46.17%,6.28%,3.49,2.93,2.17,8,1.63,0,0,1.63,10.83,8.73,1.53,12.78,108.63,-31.51,-267.8,-82.12,-698,-145.38,-1235.75,3.7192,102.71,
6270,倍微,20.48%,0.5,07/14,0,,11.1,4.5%,4.5%,5.02%,08/10,151.52%,18.23%,0.52,0.84,1.43,10,0.08,0,0,0.08,0.33,32.65,0.65,21.3,23.64,-13.46,-14.94,-53.19,-59.04,-102.85,-114.16,36.2845,10.53,
6271,同欣電,19.68%,6,07/25,0,,118.5,5.06%,5.06%,5.62%,08/31,93.9%,10.13%,6,5.16,4.29,10,1.39,0,0,1.39,6.39,18.26,1.87,22.02,260.88,-16.92,-200.45,-61.41,-727.68,-117.02,-1386.72,3.0347,125.88,
6274,台燿,18.19%,1.60469956,08/11,0,,40.7,3.94%,3.94%,4.34%,09/08,51.6%,8.39%,1.47,1.1,0.94,10,0.94,0,0,0.94,3.11,12.19,1.52,14.35,58.42,-15.76,-64.13,-50.17,-204.18,-93.18,-379.25,11.4243,33.44,
6275,元山,33.9%,0.39287489,08/09,0,,14.35,2.74%,2.74%,3.3%,08/26,196.44%,17.35%,0.29,0.23,0.32,5,0.2,0,0,0.2,0.2,37.76,1.09,30.4,43.62,7.98,11.46,-17.63,-25.3,-49.65,-71.25,43.5287,8.78,
6277,宏正,17.18%,5.2,07/14,0,,82,6.34%,6.34%,6.94%,08/05,88.14%,11.69%,5.3,4.47,4.4,10,1.83,0,0,1.83,5.9,13.44,2.67,20.04,164.35,-28.16,-230.92,-83.25,-682.66,-152.11,-1247.32,3.5419,107.85,
6278,台表科,7.08%,1.5,07/04,0,,27.05,5.55%,5.55%,5.75%,07/29,49.18%,7.89%,1.9,2.37,2.69,10,0.71,0,0,0.71,3.05,9.33,0.67,-9.08,-24.56,-49.27,-133.27,-95.2,-257.52,-152.62,-412.83,12.8775,29.66,
6279,胡連,16.6%,5.6,,0,,142.5,3.93%,3.93%,4.29%,,67.88%,18.27%,5.73,4.6,3.86,10,1.78,0,0,1.78,8.25,17.55,3.33,11.34,161.56,-18.45,-262.98,-52.5,-748.16,-95.06,-1354.64,3.2977,115.84,
6281,全國電,20.48%,3.7,06/23,0,,58.8,6.29%,6.29%,7.01%,07/15,84.67%,20.71%,3.7,3.91,3.7,10,2.08,0,0,2.08,4.37,11.83,2.36,29.75,174.94,-18.81,-110.59,-74.3,-436.9,-143.67,-844.78,4.9033,77.91,
6282,康舒,18.72%,1.5,,0,,26.35,5.69%,5.69%,6.28%,,116.28%,24.09%,1.56,1.36,1.26,9,0.28,0,0,0.28,1.29,19.66,1.55,22.16,58.38,-21.42,-56.45,-71.23,-187.68,-133.48,-351.72,12.1921,31.33,
6284,佳邦,1.3%,1,08/02,0,,21.8,4.59%,4.59%,4.62%,08/19,97.09%,16.14%,0.81,0.76,1.44,9,-0.49,0,0,-0.49,1.03,-41.13,0.78,-20.1,-43.83,-52.42,-114.28,-89.36,-194.8,-135.53,-295.45,19.8708,19.22,
6285,啟碁,20.48%,3.7,08/11,0.3,08/11,85.2,4.34%,4.69%,5.23%,08/31,67%,27.08%,3.36,3.43,3.29,10,1.56,0,0,1.56,5.97,14.08,2.22,22.2,189.12,-14.03,-119.55,-55.44,-472.32,-107.19,-913.28,4.5356,84.22,
6290,良維,16.46%,2.0131,,0,,33.9,5.94%,5.94%,6.47%,,90.68%,10.45%,1.75,1.8,1.53,9,1.02,0,0,1.02,2.22,11.01,1.2,16.74,56.74,-28.25,-95.78,-79.67,-270.08,-143.94,-487.96,9.1795,41.61,
6292,迅德,10.88%,2,08/11,0,,28.85,6.93%,6.93%,7.33%,09/02,97.09%,40.77%,2.73,2.52,1.94,10,0.59,0,0,0.59,2.06,14,1.4,1.16,3.36,-50,-144.26,-108.48,-312.96,-181.57,-523.84,9.4841,40.28,
6294,智基,2.57%,3.8,,2,,141.5,2.69%,4.1%,4.15%,,78.7%,38.84%,2.27,1.13,0.68,2,3.58,0,0,3.58,7.37,14.75,6.69,-15.49,-219.2,-44.55,-630.41,-77.77,-1100.38,-119.28,-1687.83,3.4045,112.2,
6298,崴強,19.14%,1,07/28,0,,14.9,6.71%,6.71%,7.42%,08/19,103.09%,33.74%,1.67,1.27,1.23,9,0.3,0,0,0.3,0.97,15.2,0.9,27.46,40.92,-24.02,-35.78,-82.85,-123.44,-156.38,-233.01,18.2532,20.93,
6404,F-通訊,0%,0.20286876,08/15,0,,22.05,0.92%,0.92%,0.92%,,14.7%,22.33%,3.21,1.61,0.96,3,-0.71,0,0,-0.71,1.38,169.62,0.59,0,0,0,0,0,0,0,0,0,0,
6409,旭隼,13.66%,15,,0.5,,508,2.95%,3.05%,3.27%,,81.36%,28.68%,11.53,7.01,4.21,4,4.44,0,0,4.44,19.05,25.92,8.63,4.54,230.72,-18.28,-928.39,-44.35,-2253.08,-76.95,-3908.95,1.2078,316.27,
6411,晶焱,24.62%,1.8,07/26,0,,42.7,4.22%,4.22%,4.81%,08/25,60.4%,11.44%,1.6,1.05,0.63,4,0.63,0,0,0.63,2.98,13.3,2.01,28.22,120.5,-4.92,-21.01,-42.8,-182.74,-90.14,-384.89,9.8933,38.61,
6412,群電,5.26%,2.35,07/01,0.05,07/27,35.7,6.58%,6.72%,6.9%,07/27,74.53%,49.42%,2.26,1.46,0.88,4,0.48,0,0,0.48,3.22,10.92,1.91,-16.82,-60.04,-65.11,-232.45,-120.31,-429.5,-189.3,-675.82,8.1198,47.05,
